"SourceFile"	"FileName"	"Make"	"Model"	"DateTimeOriginal"	"TriggerMode"	"Sequence"	"EventNumber"	"MoonPhase"	"AmbientTemperature"	"SerialNumber"	"Contrast"	"Brightness"	"Sharpness"	"Saturation"	"NewFileName"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0107.JPG"	"IMG_0107.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:23 16:59:27"	"M"	"1 2"	38	6	25	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-23_0004.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0108.JPG"	"IMG_0108.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:23 16:59:27"	"M"	"2 2"	38	6	25	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-23_0005.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0109.JPG"	"IMG_0109.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:23 17:01:19"	"M"	"1 2"	39	6	25	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-23_0006.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0110.JPG"	"IMG_0110.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:23 17:01:20"	"M"	"2 2"	39	6	25	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-23_0007.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0111.JPG"	"IMG_0111.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:23 20:00:00"	"T"	"0 0"	33	6	22	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-23_0008.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0112.JPG"	"IMG_0112.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:24 08:00:00"	"T"	"0 0"	34	6	19	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-24_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0113.JPG"	"IMG_0113.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:24 20:00:00"	"T"	"0 0"	35	6	13	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-24_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0114.JPG"	"IMG_0114.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:25 08:00:00"	"T"	"0 0"	36	6	11	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-25_0001.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0115.JPG"	"IMG_0115.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:25 09:06:01"	"M"	"1 2"	40	6	11	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-25_0002.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0116.JPG"	"IMG_0116.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:25 09:06:01"	"M"	"2 2"	40	6	11	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-25_0003.JPG"
"data/raw_images/vestre_jakobselv/vj_ga_hu_2/2020/IMG_0117.JPG"	"IMG_0117.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:25 18:21:10"	"M"	"1 2"	41	6	18	"S750HK01271087"	143	239	16	0	"vj_ga_hu_2_2019-07-25_0004.JPG"
